word_id,ur_meaning,en_meaning
56348,بیشک,Indeed
56349,وہ لوگ,those who
56350,جو پڑھتے ہیں,recite
56351,کتاب,(the) Book
56352,اللہ کی,(of) Allah
56353,اور قائم کرتے ہیں,and establish
56354,نماز,the prayer
56355,اور خرچ کرتے ہیں,and spend
56356,اس میں سے جو,out of what
56357,رزق دیا ہم نے ان کو,We have provided them
56358,پوشیدہ,secretly
56359,اور ظاہری,and openly
56360,امید رکھتے ہیں,hope
56361,ایک تجارت کی,(for) a commerce
56362,ہرگز نہ,never
56363,جو خسارہ پائے گی,it will perish
56364,تاکہ وہ پورے پورے دے انہیں,That He may give them in full
56365,اجر ان کے,their rewards
56366,اور زیادہ انہیں,and increase for them
56367,سے,of
56368,اپنے فضل (سے),His Bounty
56369,بے شک وہ,Indeed He
56370,بہت بخشنے والا,(is) Oft-Forgiving
56371,نہایت قدر دان ہے,Most Appreciative
56372,اور جو چیز,And (that) which
56373,وحی کی ہم نے,We have revealed
56374,آپ کی طرف,to you
56375,سے,of
56376,کتاب میں (سے),the Book
56377,وہی,it
56378,حق ہے,(is) the truth
56379,تصدیق کرنے والی,confirming
56380,واسطے اس کے جو,what (was)
56381,پہلے,before it
56382,اس سے پہلے آئی ہے,before it
56383,بیشک,Indeed
56384,اللہ تعالیٰ,Allah
56385,اپنے بندوں کے ساتھ,of His slaves
56386,البتہ پوری طرح باخبر ہے,surely (is) All-Aware
56387,دیکھنے والا ہے,All-Seer
56388,پھر,Then
56389,وارث بنایا ہم نے,We caused to inherit
56390,کتاب کا,the Book
56391,ان لوگوں کو,those whom
56392,چن لیا ہم نے,We have chosen
56393,سے,of
56394,اپنے بندوں میں (سے),Our slaves
56395,تو ان میں سے,and among them
56396,بعض ظالم ہیں,(is he) who wrongs
56397,اپنی جان کے لیے,himself
56398,اور ان میں سے,and among them
56399,درمیانہ رو ہیں۔ بیچ کے راستے پر ہیں,(is he who is) moderate
56400,اور ان میں سے,and among them
56401,سبقت لے جانے والے ہیں۔ آگے بڑھنے والے ہیں,(is he who is) foremost
56402,نیکیوں میں,in good deeds
56403,اذن سے,by permission
56404,اللہ کے,(of) Allah
56405,یہ,That
56406,وہ,is
56407,فضل ہے,the Bounty
56408,بڑا,the great
56409,باغات ہیں,Gardens
56410,ہمیشگی کے,(of) Eternity
56411,وہ داخل ہوں گے ان میں,they will enter them
56412,پہنائے جائیں گے,They will be adorned
56413,ان میں,therein
56414,سے,with
56415,کنگنوں میں (سے),bracelets
56416,کے,of
56417,سونے (کے),gold
56418,اور موتیوں کے,and pearls
56419,اور ان کالباس,and their garments
56420,اس میں,therein
56421,ریشم ہوگا,(will be of) silk
56422,اور وہ کہیں گے,And they (will) say
56423,سب تعریف,All praises
56424,اللہ کے لیے ہے,(be) to Allah
56425,وہ ذات,the One Who
56426,جو لے گیا,(has) removed
56427,ہم سے,from us
56428,غم کو,the sorrow
56429,بیشک,Indeed
56430,رب ہمارا,our Lord
56431,البتہ بخشش فرمانے والا,(is) surely Oft-Forgiving
56432,قدردان ہے,Most Appreciative
56433,جس نے,The One Who
56434,ٹھہرایا ہم کو,has settled us
56435,گھر (میں),(in) a Home
56436,قیام کے,(of) Eternity
56437,سے,(out) of
56438,اپنے فضل (سے),His Bounty
56439,نہیں,Not
56440,چھوئے گی ہم کو,touches us
56441,اس میں,therein
56442,کوئی مشقت,any fatigue
56443,اور نہیں,and not
56444,چھوئے گی ہم کو,touches
56445,اس میں,therein
56446,کوئی تکان۔ سستی,weariness
56447,اور وہ لوگ,And those who
56448,جنہوں نے کفر کیا,disbelieve
56449,ان کے لیے,for them
56450,آگ ہے,(will be the) Fire
56451,جہنم کی,(of) Hell
56452,نہ,Not
56453,پورا کیا جائے گا۔ نہ فیصلہ کیا جائے گا,is decreed
56454,ان پر۔ ان کا,for them
56455,کہ وہ مرجائیں,that they die
56456,اور نہ,and not
56457,ہلکا کیا جائے گا,will be lightened
56458,ان سے,for them
56459,سے,of
56460,اس کے عذاب میں,its torment
56461,اسی طرح,Thus
56462,ہم بدلہ دیتے ہیں,We recompense
56463,ہر,every
56464,ناشکرے کو,ungrateful one
56465,اور وہ,And they
56466,فریاد کریں گے,will cry
56467,اس میں (کہیں گے),therein
56468,اے  ہمارے رب,Our Lord
56469,نکال ہم کو,Bring us out
56470,ہم عمل کریں,we will do
56471,اچھے,righteous (deeds)
56472,علاوہ,other than
56473,اس کے جو,(that) which
56474,تھے ہم,we used
56475,ہم عمل کرتے,(to) do
56476,کیا بھلا نہیں,Did not
56477,ہم نے عمر دی تم کو,We give you life long enough
56478,کہ,that
56479,نصیحت پکڑتا,(would) receive admonition
56480,اس میں,therein
56481,جو,whoever
56482,نصیحت لینا چاہتا تھا,receives admonition
56483,اور آگیا تمہارے پاس,And came to you
56484,خبردار کرنے والا,the warner
56485,پس چکھو,So taste
56486,پس نہیں,then not
56487,ظالموں کے لیے,(is) for the wrongdoers
56488,کوئی,any
56489,مددگار,helper
56490,بیشک,Indeed
56491,اللہ تعالیٰ,Allah
56492,جاننے والا ہے,(is the) Knower
56493,غیب کو,(of the) unseen
56494,آسمانوں کے,(of) the heavens
56495,اور زمین کے,and the earth
56496,بیشک وہ,Indeed He
56497,جاننے والا ہے,(is the) All-Knower
56498,بھید,of what (is) in the breasts
56499,سینوں کے,of what (is) in the breasts
56500,وہ اللہ,He
56501,وہ ذات ہے,(is) the One Who
56502,اس نے بنایا تم کو,made you
56503,جانشین,successors
56504,میں,in
56505,زمین (میں),the earth
56506,تو جو کوئی,And whoever
56507,کفر کرے,disbelieves
56508,تو اسی پر ہی ہے,then upon him
56509,اس کا کفر,(is) his disbelief
56510,اور نہیں,And not
56511,زیادہ کرے گا,increase
56512,کافروں کو,the disbelievers
56513,ان کا کفر,their disbelief
56514,نزدیک,near
56515,ان کے رب کے,their Lord
56516,مگر,except
56517,غضب میں۔ شدید بغض میں,(in) hatred
56518,اور نہیں,and not
56519,اضافہ کرے گا,increase
56520,کافروں کو,the disbelievers
56521,ان کا کفر,their disbelief
56522,مگر,except
56523,خسارے میں,(in) loss
56524,کہہ دیجیے,Say
56525,کیا دیکھا تم نے,Have you seen
56526,اپنے شریکوں کو,your partners
56527,وہ جن کو,those whom
56528,تم پکارتے تھے,you call
56529,کے,besides
56530,سوا,besides
56531,اللہ کے,Allah
56532,دکھاؤ مجھ کو,Show Me
56533,کیا کچھ,what
56534,انہوں نے پیدا کیا ہے,they have created
56535,سے,from
56536,زمین میں (سے),the earth
56537,یا,or
56538,ان کے لیے,for them
56539,کوئی حصہ ہے,(is) a share
56540,میں,in
56541,آسمانوں (میں),the heavens
56542,یا,Or
56543,دی ہم نے ان کو,have We given them
56544,کوئی کتاب,a Book
56545,تو وہ,so they
56546,اوپر,(are) on
56547,ایک دلیل کے ہیں,a clear proof
56548,اس سے,therefrom
56549,بلکہ,Nay
56550,نہیں,not
56551,وعدہ کرتے,promise
56552,ظالم,the wrongdoers
56553,ان میں سے بعض,some of them
56554,بعض سے,(to) others
56555,مگر,except
56556,دھوکے کا,delusion
56557,بیشک,Indeed
56558,اللہ تعالیٰ,Allah
56559,تھامے ہوئے ہے,upholds
56560,آسمانوں کو,the heavens
56561,اور زمین کو,and the earth
56562,کہ,lest
56563,ٹل جائیں گے,they cease
56564,اور اگر,And if
56565,وہ دونوں ٹل جائیں,they should cease
56566,نہیں,not
56567,ان دونوں کو تھامنے والا,can uphold them
56568,کوئی,any
56569,ایک,one
56570,سے,after Him
56571,اس کے بعد,after Him
56572,بیشک وہ,Indeed He
56573,ہے,is
56574,حلم والا,Most Forbearing
56575,بخشنے والا,Oft-Forgiving
56576,اور وہ قسمیں کھاتے ہیں,And they swore
56577,اللہ کی,by Allah
56578,پکی,(the) strongest
56579,قسمیں اپنی,(of) their oaths
56580,البتہ اگر,that if
56581,آیا ان کے پاس,came to them
56582,کوئی ڈرانے والا,a warner
56583,البتہ ضرور وہ ہوں گے,surely they would be
56584,زیادہ ہدایت یافتہ,more guided
56585,سے,than
56586,کسی ایک سے (بڑھ کر ),any
56587,امتوں میں سے,(of) the nations
56588,پھر جب,But when
56589,آگیا ان کے پاس,came to them
56590,ڈرانے والا,a warner
56591,نہ,not
56592,اضافہ ہوا ان میں,it increased them
56593,مگر,but
56594,نفرت کا,(in) aversion
56595,تکبر کی وجہ سے,(Due to) arrogance
56596,میں,in
56597,زمین (میں),the land
56598,اور چال کی,and plotting
56599,بری,(of) the evil
56600,اور نہیں,but not
56601,گھیرتی,encompasses
56602,چال,the plot
56603,بری,(of) the evil
56604,مگر,except
56605,اس کے اہل کو۔ اپنے اہل کو,its own people
56606,تو نہیں,Then do
56607,وہ انتظار کرتے,they wait
56608,مگر,except
56609,سنت کا۔ طریقوں کا,(the) way
56610,پہلوں کے,(of) the former (people)
56611,تو ہرگز نہیں,But never
56612,تو پائے گا,you will find
56613,طریقے کے لیے,in (the) way
56614,اللہ کے,(of) Allah
56615,کوئی تبدیلی,any change
56616,اور ہرگز نہ,and never
56617,تو پائے گا,you will find
56618,سنت کو۔ طریقے کو,in (the) way
56619,اللہ کی,(of) Allah
56620,پھیرنے والا,any alteration
56621,کیا بھلا نہیں,Have they not
56622,وہ چلے پھرے,traveled
56623,میں,in
56624,زمین (میں ),the land
56625,تاکہ وہ دیکھتے,and seen
56626,کس طرح,how
56627,ہوا,was
56628,انجام,(the) end
56629,ان لوگوں کا,(of) those who
56630,سے,(were) before them
56631,جو ان سے پہلے تھے,(were) before them
56632,اور تھے وہ,And they were
56633,زیادہ سخت,stronger
56634,ان سے,than them
56635,قوت میں,(in) power
56636,اور نہیں,But not
56637,ہے,is
56638,اللہ,Allah
56639,کہ عاجز کرے اس کو,that can escape (from) Him
56640,کوئی,any
56641,چیز,thing
56642,میں,in
56643,آسمانوں (میں),the heavens
56644,اور نہ,and not
56645,میں,in
56646,زمین (میں),the earth
56647,بیشک وہ,Indeed He
56648,ہے,is
56649,جاننے والا,All-Knower
56650,قدرت رکھنے والا,All-Powerful
56651,اور اگر,And if
56652,پکڑ لے,Allah (were to) punish
56653,اللہ,Allah (were to) punish
56654,لوگوں کو,the people
56655,بوجہ اس کے جو,for what
56656,انہوں نے کمائی کی,they have earned
56657,نہ,not
56658,چھوڑے,He would leave
56659,پر,on
56660,اس کی پشت (پر) سے,its back
56661,کوئی,any
56662,جاندار,creature
56663,لیکن وہ,But
56664,مہلت دے رہا ہے ان کو,He gives them respite
56665,تک,till
56666,ایک  مدت (تک) کے لیے,a term
56667,مقررہ,appointed
56668,پھر جب,And when
56669,آجاتی ہے,comes
56670,ان کی مقررہ مدت,their term
56671,تو بیشک,then indeed
56672,اللہ تعالیٰ,Allah
56673,ہے,is
56674,اپنے بندوں کے ساتھ,of His slaves
56675,دیکھنے والا,All-Seer
56676,یس,Ya Seen
56677,قسم ہے قرآن,By the Quran
56678,حکیم کی,the Wise
56679,بیشک آپ,Indeed you
56680,البتہ  سے ہیں,(are) among
56681,رسولوں میں (سے ہیں),the Messengers
56682,پر,On
56683,راستے کی طرف,a Path
56684,سیدھے,Straight
56685,نازل کردہ ہے,A revelation
56686,زبردست,(of) the All-Mighty
56687,رحم فرمانے والی ہستی کی طرف,the Most Merciful
56688,تاکہ تم خبردار کرو,That you may warn
56689,ایک قوم کو,a people
56690,نہیں,not
56691,خبردار کیے گئے,were warned
56692,ان کے آباؤ اجداد,their forefathers
56693,پس وہ,so they
56694,غافل ہیں,(are) heedless
56695,البتہ تحقیق,Certainly
56696,حق ہوئی۔ ثابت ہوئی,(has) proved true
56697,بات,the word
56698,پر,upon
56699,ان کی اکثریت (پر ),most of them
56700,کہ وہ,so they
56701,نہیں,(do) not
56702,ایمان لائیں گے,believe
56703,بیشک ہم نے,Indeed We
56704,ڈال دیے ہم نے,[We] have placed
56705,میں,on
56706,ان کی گردنوں میں,their necks
56707,طوق,iron collars
56708,تو وہ,and they
56709,تک,(are up) to
56710,ٹھوڑیوں تک ہیں,the chins
56711,تو وہ,so they
56712,سر اٹھائے ہوئے ہیں,(are with) heads raised up
56713,اور بنادی ہم نے,And We have made
56714,سے,from
56715,درمیان,before/between
56716,ان کے سامنے سے,their hands/their front
56717,ایک دیوار,a barrier
56718,اور سے,and from
56719,ان کے پیچھے سے,behind them
56720,ایک دیوار,a barrier
56721,پھر ڈھانپ دیا ہم نے ان کو,and We covered them
56722,پس وہ,so they
56723,نہیں,(do) not
56724,وہ دیکھ پاتے,see
56725,اور برابر ہے,And it (is) same
56726,ان پر,to them
56727,خواہ تم ڈراؤ ان کو,whether you warn them
56728,یا,or
56729,نہ,(do) not
56730,تم ڈراؤ ان کو,warn them
56731,نہیں,not
56732,وہ ایمان لائیں گے,they will believe
56733,بیشک,Only
56734,تم خبردار کرسکتے ہو,you (can) warn
56735,اس کو جو,(him) who
56736,پیروی کرے,follows
56737,نصیحت کی,the Reminder
56738,اور ڈرتا ہوں,and fears
56739,رحمن سے,the Most Gracious
56740,ساتھ غیب کے۔ غائبانہ طور پر,in the unseen
56741,پس خوش خبری دے دو اس کو,So give him glad tidings
56742,بخشش کی,of forgiveness
56743,اجر کی,and a reward
56744,عزت والے,noble
56745,بیشک ہم,Indeed We
56746,ہم ہی,[We]
56747,ہم زندہ کریں گے,[We] give life
56748,مردوں کو,(to) the dead
56749,اور ہم لکھ رہے ہیں,and We record
56750,جو,what
56751,انہوں نے آگے بھیجا,they have sent before
56752,اور ان کے آثار کو,and their footprints
56753,اور ہر,and every
56754,چیز کو,thing
56755,شمار کررکھا ہے ہم نے اس کو,We have enumerated it
56756,میں,in
56757,ایک کتاب میں,a Register
56758,واضح,clear
56759,اور بیان کرو,And set forth
56760,ان کے لیے,to them
56761,ایک مثال,an example
56762,والوں کی,(of the) companions
56763,بستی (والوں کی),(of) the city
56764,جب,when
56765,آئے ان کے پاس,came to it
56766,بھیجے ہوئے (پیغمبر),the Messengers
56767,جب,When
56768,بھیجا ہم نے,We sent
56769,ان کی طرف,to them
56770,دو کو,two (Messengers)
56771,تو انہوں نے جھٹلادیا ان دونوں کو,but they denied both of them
56772,تو قوت دی ہم نے/ تائید کی ہم نے,so We strengthened them
56773,ساتھ ایک تیسرے کے,with a third
56774,تو انہوں نے کہا,and they said
56775,بیشک ہم,Indeed We
56776,تمہاری طرف,to you
56777,بھیجے گئے ہیں/ بھیجے جانے والے ہیں,(are) Messengers
56778,انہوں نے کہا,They said
56779,نہیں,Not
56780,تم,you
56781,مگر,(are) but
56782,ایک انسان,human beings
56783,ہماری طرح,like us
56784,اور نہیں,and not
56785,نازل کیا,has revealed
56786,رحمن نے,the Most Gracious
56787,سے,any
56788,کسی چیز کو,thing
56789,نہیں,Not
56790,ہو تم,you
56791,مگر,(are) but
56792,جھوٹ بولتے,lying
56793,انہوں نے کہا,They said
56794,ہمارا رب,Our Lord
56795,جانتا ہے,knows
56796,بیشک ہم,that we
56797,تمہاری طرف,to you
56798,البتہ بھیجے ہوئے ہیں,(are) surely Messengers
56799,اور نہیں,And not
56800,ہم پر,(is) on us
56801,مگر,except
56802,پہنچا دینا,the conveyance
56803,صاف صاف ۔ کھلم کھلا,clear
56804,انہوں نے کہا,They said
56805,بیشک ہم,Indeed we
56806,منحوس سمجھتے ہیں ہم /فال بد سمجھتے ہیں ہم,[we] see an evil omen
56807,تم کو,from you
56808,البتہ اگر,If
56809,نہیں,not
56810,تم باز آئے,you desist
56811,البتہ ہم ضرور سنگسار کردیں گے تم کو,surely we will stone you
56812,اور البتہ ضرور چھوئے گا تم کو,and surely will touch you
56813,ہماری طرف سے,from us
56814,عذاب,a punishment
56815,درد ناک,painful
56816,انہوں نے کہا,They said
56817,تمہاری فال بد/تمہاری نحوست,Your evil omen
56818,تمہارے ساتھ ہے,(be) with you
56819,کیا بھلا اس لئے کہ,Is it because
56820,نصحیت کئے گئے تم/ تم یہ سب باتیں بنا رہے ہو,you are admonished
56821,بلکہ,Nay
56822,تم,you
56823,ایک قوم ہو,(are) a people
56824,حد سے بڑی ہوئی,transgressing
56825,اور آیا,And came
56826,سے,from
56827,دور دراز حصے سے,(the) farthest end
56828,شہر کے,(of) the city
56829,ایک شخص,a man
56830,دوڑتا ہوا,running
56831,بولا,He said
56832,اے میری قوم,O my People
56833,پیروی کرو,Follow
56834,رسولوں کی,the Messengers
56835,پیروی کرو,Follow
56836,جو,(those) who
56837,نہیں,(do) not
56838,سوال کرتے تم سے/ مانگتے تم سے,ask (of) you
56839,کوئی اجر,any payment
56840,اور وہ,and they
56841,ہدایت یافتہ ہیں,(are) rightly guided
56842,اور کیا ہے,And what
56843,میرے لئے/ کیا ہے مجھ کو,(is) for me
56844,کہ نہ,(that) not
56845,میں عبادت کروں,I worship
56846,اس ذات کی,the One Who
56847,جس نے پیدا کیا مجھ کو,created me
56848,اور اس کی طرف,and to Whom
56849,تم لوٹائے جاؤ گے,you will be returned
56850,کیا میں بنالوں,Should I take
56851,سے,besides Him
56852,اس کے سوا,besides Him
56853,کچھ الٰہ,gods
56854,اگر,If
56855,ارادہ کرے میرے ساتھ/ چاہے میرے ساتھ,intends for me
56856,رحمن,the Most Gracious
56857,کسی تکلیف کا/ نقصان کو,any harm
56858,نہ,not
56859,نہ کام آئے گی,will avail
56860,مجھ کو,[from] me
56861,ان کی سفارش,their intercession
56862,کچھ بھی,(in) anything
56863,اور نہ,and not
56864,وہ بچاسکیں گے مجھ کو,they (can) save me
56865,بیشک میں,Indeed I
56866,تب,then
56867,البتہ,surely would be in
56868,گمراہی میں ہوں گا,an error
56869,کھلی,clear
56870,بیشک میں,Indeed I
56871,میں ایمان لایا,[I] have believed
56872,ساتھ تمہارے رب کے,in your Lord
56873,پس سنو مجھ کو,so listen to me
56874,کہا گیا,It was said
56875,داخل ہوجاؤ,Enter
56876,جنت میں,Paradise
56877,اس نے کہا,He said
56878,اے کاش,I wish
56879,میری قوم,my people
56880,جان لیتی/ جانتی ہوتی,knew
56881,بوجہ جس چیز کے/ بوجہ اس کا جو,Of how
56882,بخش دیا,has forgiven
56883,مجھے,me
56884,میرے رب نے,my Lord
56885,اور بنادیا مجھ کو,and placed me
56886,میں سے,among
56887,باعزت لوگوں,the honored ones
56888,اور نہیں,And not
56889,نازل کیا ہم,We sent down
56890,پر,upon
56891,اس کی قوم,his people
56892,نا معلوم,after him
56893,اس کے بعد,after him
56894,کوئی,any
56895,لشکر,host
56896,سے,from
56897,آسمان,the heaven
56898,اور  نہ,and not
56899,تھے ہم,were We
56900,نازل کرنے والے,(to) send down
56901,نہ,Not
56902,تھی (وہ بس),it was
56903,مگر,but
56904,چیخ,a shout
56905,بس ایک ہی,one
56906,تو دفعتاً,then behold
56907,وہ,They
56908,وہ بجھے ہوئے تھے,(were) extinguished
56909,ہائے حسرت/ اے حسرت,Alas
56910,پر,for
56911,بندوں,the servants
56912,نہیں,Not
56913,آتا ان کے پاس,came to them
56914,کوئی,any
56915,رسول,Messenger
56916,مگر,but
56917,ہیں وہ,they did
56918,اس کے ساتھ,mock at him
56919,مذاق اڑاتے/ اس کا مذاق اڑاتے,mock at him
56920,کیا نہیں,Do not
56921,انہوں نے دیکھا,they see
56922,کتنی ہی,how many
56923,ہلاک کردیں ہم نے,We destroyed
56924,ان سے پہلے,before them
56925,میں سے,of
56926,بستیوں,the generations
56927,بیشک وہ,That they
56928,ان کی طرف,to them
56929,نہیں,will not return
56930,لوٹے/ پلٹے,will not return
56931,اور نہیں,And surely
56932,سب کے سب,all
56933,مگر,then
56934,سارے ہمارے,together
56935,پاس,before Us
56936,حاضر کئے جانے والے ہیں/ حاضر کئے جائیں گے,(will be) brought
56937,اور ایک نشانی,And a Sign
56938,ان کے لئے,for them
56939,زمین ہے,(is) the earth
56940,مردہ,dead
56941,زندہ کیا ہم نے اس کو,We give it life
56942,اور نکالا ہم نے,and We bring forth
56943,اس میں سے,from it
56944,غلہ,grain
56945,تو کچھ اس سے,and from it
56946,وہ کھاتے ہیں,they eat
56947,اور ہم نے بنائے,And We placed
56948,اس میں,therein
56949,باغات,gardens
56950,سے,of
56951,کھجوروں (میں),date-palms
56952,اور انگوروں (میں) سے,and grapevines
56953,اور پھاڑے ہم نے,and We caused to gush forth
56954,اس میں,in it
56955,میں سے,of
56956,چشموں / مختلف چشمے,the springs
56957,تاکہ وہ کھائیں,That they may eat
56958,میں سے,of
56959,اسی کی پیدوار,its fruit
56960,حالانکہ نہیں,And not
56961,کیا اس کام کو,made it
56962,ان کے ہاتھوں نے,their hands
56963,کیا پھر نہیں,So will not
56964,وہ شکر کریں گے,they be grateful
56965,پاک ہے,Glory be
56966,وہ ذات,(to) the One Who
56967,جس نے پیدا کیا,created
56968,سب جوڑوں کو,(in) pairs
56969,سارے کے سارے,all
56970,اس میں سے,of what
56971,جو اگاتی ہے,grows
56972,زمین,the earth
56973,اور ان کے,and of
56974,اپنے نفسوں میں سے,themselves
56975,اور اس میں سے جو,and of what
56976,نہیں,not
56977,و ہ   جانتے,they know
56978,اور ایک نشانی,And a Sign
56979,ان کے لئے,for them
56980,رات ہے,(is) the night
56981,ہم نکال لیتے ہیں/ کھینچتے ہیں,We withdraw
56982,اس سے,from it
56983,دن کو,the day
56984,تو تب,Then behold
56985,وہ,They
56986,اندھیرے میں داخل ہوجاتے ہیں,(are) those in darkness
56987,اور سورج,And the sun
56988,چل رہا ہے,runs
56989,واسطے ایک ٹھکانے کے /اپنے مقررہ ٹھکانے میں,to a term appointed
56990,اس کے لئے,for it
56991,یہ,That
56992,اندازہ ہے,(is the) Decree
56993,زبردست,(of) the All-Mighty
56994,علم والے کا,the All-Knowing
56995,اور چاند,And the moon
56996,مقرر کی ہم نے اس کی,We have ordained for it
56997,منزلیں,phases
56998,یہاں تک کہ,until
56999,وہ لوٹ جانا ہے,it returns
57000,پتلی ٹہنی کی طرح/ کھجور کی سوکھی شاخ کی طرح,like the date stalk
57001,جو (پرانی) ہو,the old
57002,نہیں,Not
57003,سورج,the sun
57004,زیب دیتا,is permitted
57005,اس کے لئے,for it
57006,کہ,that
57007,"پالے/ پکڑ لے،",it overtakes
57008,چاند کو,the moon
57009,اور نہ,and not
57010,رات,the night
57011,سبقت لے جانے والی ہے,(can) outstrip
57012,دن سے,the day
57013,اور سب کے سب,but all
57014,میں,in
57015,ایک فلک,an orbit
57016,تیرے رہے ہیں,they are floating
57017,اور ایک نشانی ہے,And a Sign
57018,ان کے لئے,for them
57019,بیشک ہم نے,(is) that
57020,سوار کیا ہم نے,We carried
57021,ان کی اولاد کو,their offspring
57022,میں,in
57023,کشتی,the ship
57024,بھری ہوئی,laden
57025,اور پیدا کیا ہم نے,And We created
57026,ان کے لئے,for them
57027,سے,from
57028,اس کی مانند,(the) likes of it
57029,جس پر/ وہ جو,what
57030,وہ جو سوار ہوتے ہیں,they ride
57031,اور اگر,And if
57032,ہم چاہیں,We will
57033,ہم غرق کردیں ان کو,We could drown them
57034,تو نہیں,then not
57035,کوئی مددگار,(would be) a responder to a cry
57036,ان کے لئے/ تو نہ ہو کوئی ان کی چیخ,for them
57037,اور نہ,and not
57038,وہ,they
57039,بچائے جاسکتے ہیں/ وہ بچائے جاسکیں گے,would be saved
57040,سوائے,Except
57041,رحمت کے,(by) Mercy
57042,جو ہماری طرف سے ہو,from Us
57043,اور ایک فائدے کے,and provision
57044,تک,for
57045,ایک وقت,a time
57046,اور جب,And when
57047,کہا جاتا ہے,it is said
57048,ان کو,to them
57049,ڈرو,Fear
57050,اس سے جو,what
57051,نا معلوم,(is) before you
57052,تمہارے سامنے,(is) before you
57053,اور جو,and what
57054,تمہارے پیچھے ہے,(is) behind you
57055,تاکہ تم,so that you may
57056,تم رحم کئے جاؤ,receive mercy
57057,اور نہیں,And not
57058,آتی ان کے پاس,comes to them
57059,کوئی,of
57060,نشانی,a Sign
57061,میں سے,from
57062,نشانیوں,(the) Signs
57063,ان کے رب کی,(of) their Lord
57064,مگر,but
57065,ہوتے ہیں وہ,they
57066,اس سے,from it
57067,اعراض برتنے والے,turn away
57068,اور جب,And when
57069,کہا جاتا ہے,it is said
57070,ان کو,to them
57071,خرچ کرو,Spend
57072,اس میں سے,from what
57073,جو رزق دیا تم کو,(has) provided you
57074,اللہ نے,Allah
57075,کہتے ہیں وہ/ کہا,Said
57076,ان لوگوں نے,those who
57077,جنہوں نے کفر کیا,disbelieved
57078,ان لوگوں سے,to those who
57079,جو ایمان لائے,believed
57080,کیا ہم کھلائیں,Should we feed
57081,جس کو,whom
57082,اگر,if
57083,چاہتا,Allah willed
57084,اللہ,Allah willed
57085,کھلا دیتا اس کو,He would have fed him
57086,نہیں,Not
57087,ہو تم,(are) you
57088,مگر,except
57089,"، میں",in
57090,گمراہی (میں),an error
57091,کھلی,clear
57092,اور وہ کہتے ہیں,And they say
57093,کب ہوگی,When (is)
57094,یہ,this
57095,دھکمی (پوری),promise
57096,اگر,if
57097,ہو تم,you are
57098,سچے,truthful
57099,نہیں,Not
57100,وہ انتظار کر رہے,they await
57101,مگر,except
57102,چیخ کا,a shout
57103,ایک ہی,one
57104,پکڑلے گی ان کو,it will seize them
57105,اور وہ,while they
57106,جھگڑ رہے ہوں گے,are disputing
57107,پس نہ,Then not
57108,وہ استطاعت رکھتے ہوں گے,they will be able
57109,کوئی وصیت کرنے کی,(to) make a will
57110,اور نہ,and not
57111,طرف,to
57112,اپنے گھر والوں کی,their people
57113,وہ پلٹ سکیں گے,they (can) return
57114,اور پھونک دیا جائے گا/ پھونکا جائے گا,And will be blown
57115,میں,[in]
57116,صور,the trumpet
57117,تو دفعتاً/ یکایک,and behold
57118,وہ,They
57119,سے,from
57120,قبروں,the graves
57121,طرف,to
57122,اپنے رب کی,their Lord
57123,تیزی سے چل رہے ہوں گے/ نکل چلیں گے,[they] will hasten
57124,کہیں گے,They [will] say
57125,ہائے افسوس ہم پر,O woe to us
57126,کس نے,Who
57127,اٹھادیا ہم کو,has raised us
57128,سے,from
57129,ہماری سونے کی جگہوں,our sleeping place
57130,یہ ہے,This (is)
57131,وہ جو,What
57132,وعدہ کیا تھا,(had) promised
57133,رحمن ہے,the Most Gracious
57134,اور سچ کہا تھا,and told (the) truth
57135,رسولوں نے,the Messengers
57136,نہ,Not
57137,ہوگی,it will be
57138,مگر,but
57139,چیخ,a shout
57140,ایک ہی,single
57141,تو دفعتاً,so behold
57142,وہ,They
57143,سب کے سب,all
57144,ہمارے پاس/ ہماری جناب میں,before Us
57145,حاضر کئے جانے والے ہیں/ حاضر کئے جائیں گے,(will be) brought
57146,تو آج کے دن,So this Day
57147,نہ,not
57148,ظلم کیا جائے گا,will be wronged
57149,کسی نفس پر,a soul
57150,کچھ بھی,(in) anything
57151,اور نہ,and not
57152,تم بدلہ دیئے جاؤ گے,you will be recompensed
57153,مگر,except
57154,(وہ) جو,(for) what
57155,تھے تم,you used (to)
57156,تم عمل کرتے,do
57157,بیشک,Indeed
57158,والے,(the) companions
57159,جنت,(of) Paradise
57160,آج کے دن,this Day
57161,میں,[in]
57162,ایک شغل (میں)/ کام (میں),will be occupied
57163,خوش ہورہے ہوں گے,(in) amusement
57164,وہ (ہوں گے),They
57165,اور ان کی بیویاں (ہوں گی),and their spouses
57166,میں,in
57167,سایوں,shades
57168,پر,on
57169,تختوں (پر),[the] couches
57170,تکیہ لگائے ہوئے ہوں گے,reclining
57171,ان کے لئے,For them
57172,اس میں,therein
57173,میوے ہوں گے,(are) fruits
57174,اور ان کے لئے (ہوگا),and for them
57175,"وہ جو،",(is) whatever
57176,وہ طلب کریں گے,they call for
57177,سلام ہو/سلامتی ہو/ سلامت رہو,Peace
57178,یہ ایک بات ہوگی/ قول ہوگا,A word
57179,سے,from
57180,رب,a Lord
57181,رحیم کی طرف سے,Most Merciful
57182,اور الگ ہو جاؤ/ علیحدہ ہوجاؤ,But stand apart
